aeronave_ou_escopo,manobra_codigo_atual,manobra_nome_atual,categoria,tipo_conteudo,aplicabilidade,referencia_pto,referencia_normativa,modelos_que_utilizam,quantidade_de_modelos,observacao_documental
SK76,S76-CKL-07,Checklist e ECL específico para operação offshore,PROCEDIMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-10/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-01,Estol de Compressor (Compressor Stall),CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1; SK76-S-02/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-02,Vibração do Rotor Principal,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1; SK76-I-08/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-03,Recuperação Atitudes Anormais,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3; SK76-I-04/12; SK76-I-05/12; SK76-I-06/12,4,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-07,Fogo no Compartimento do Motor em Voo,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2; SK76-I-09/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-10,Fumaça no Compartimento de Bagagem,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-10A,Fogo / Fumaça na Cabine em Voo,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3; SK76-I-09/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-10B,Eliminação de Fumaça e Vapores,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-12,Fogo de Origem Elétrica – IMC,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2; SK76-I-09/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-17,Falha de Motor em Cruzeiro,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1; S76-P-02/04-C2; S76-P-02/04-C3,3,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-18,Religamento de Motor em Voo,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-18A,Desligamento de Motor em Voo,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-20,Oscilação do Motor,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-20A,Crossfeed Total após Falha de Motor,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-NOT-02; S76-P-01/04-C2; S76-REQ-01; SK76-I-06/12,4,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-21,DECU – Falha Degradada,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2; SK76-I-06/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-21A,DECU – Falha Menor,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-22,DECU – Falha Maior – Um Motor,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1; SK76-I-06/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-24,DECU – Falha Maior – Ambos os Motores,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3; SK76-I-06/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-25,Pressão de Óleo do Motor – Luz de Aviso,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-25A,Temperatura de Óleo do Motor acima do Limite,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-26,Detector de Chip do Motor,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-30,Mau Func. do Indicador de N1 ou Torque,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-30A,Luz Out of Fly,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-31,Luz de Aviso de Pressão de Combustível,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2; SK76-I-03/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-31A,Mau Funcionamento do Indicador de T5,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-32,Luz de Cautela do Filtro de Combustível,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1; SK76-S-02/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-32A,Fluxo de Combustível fora do Normal,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1; SK76-S-02/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-32B,Luz de Cautela Fuel Low,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-33,Pressão de Óleo da MGB Baixa,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2; SK76-I-08/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-33A,Pressão de Óleo da MGB 40–45 PSI,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1; SK76-S-02/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-35,Temperatura de Óleo da MGB Alta,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3; SK76-I-08/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-36,Luz de Cautela de Chip da MGB,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-37,Luz de Cautela de Chip / Temperatura da IGB/TGB,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-39,Falha do Sistema de Controle do Rotor de Cauda,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-39A,Falha do Eixo do Rotor de Cauda em Voo,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2; SK76-I-08/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-41,Dano no Rotor de Cauda,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3; SK76-I-08/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-42,Luz do Sistema Servo Simples,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-43,Luzes de Cautela dos Sistemas Servo 1 e 2,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-48,Luz de Cautela de Rolamento do Gerador CA,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-50,Luzes de Cautela dos Geradores CC 1 e 2,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-50A,Luz de Cautela de Gerador CC Simples,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-53,Luz de Cautela Bus Tie Open,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-54A,Luz de Cautela Ess Bus Volts Low,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-55,Luz de Cautela Engine Anti-Ice,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-57,Falha do Piloto Automático – Dual / Simples,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-58,Falha do Trim (Trim Fail Caution),CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-59,Cautela de Coletivo / Decouple,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-59A,Mau Funcionamento de Hardover / Oscilatório,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-60,Falha do Diretor de Voo / FD Coupler,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-61,Falha do ADC – Computador de Dados de Voo,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-61A,Falha do Freio Magnético – Cíclico / Coletivo,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-62,Falha do Display IIDS,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-62A,Falha do Gerador de Símbolo / ADC,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-63,Falha do Ventilador CRT / Discrepância,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-63A,Falha da Tela CRT / Falha Total do EFIS,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-65,Falha do AHRS,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CRZ-69,Emperramento do Comando de Passo Coletivo,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-DEC-01,Decolagem Classe 2 – Helideck (TDP),DECOLAGEM,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-NOT-02; S76-P-01/04-C1; S76-P-01/04-C2; S76-P-01/04-C3; S76-REQ-01; SK76-I-10/12,6,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-DEC-02,Uso do Diretor de Voo e Automação,DECOLAGEM,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1; S76-P-02/04-C2; S76-P-02/04-C3; SK76-I-04/12; SK76-I-05/12,5,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-DEC-03,Controle Geral IFR,DECOLAGEM,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1; S76-P-02/04-C2; S76-P-02/04-C3; SK76-I-04/12; SK76-I-05/12; SK76-I-06/12,6,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-DEC-14,Falha de Motor – Decolagem Abortada,DECOLAGEM,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-DEC-15,Falha de Motor – Decolagem Continuada,DECOLAGEM,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C1,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
